證交所新聞
"標題","連結","日期"
"臺灣證券交易所對群光電子股份有限公司違反資訊申報規定，處以新台幣1萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01783a8fdcf80165","110年03月16日"
"臺灣證券交易所對凱美電機股份有限公司違反重大訊息規定，處以新台幣3萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01783a8ca5450161","110年03月16日"
"生達化學製藥股份有限公司(生達，公司代號：1720)上市普通股及以其為標的之上市認購權證自110年3月17日起恢復交易。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01783a70b5e9015d","110年03月16日"
"110年3月17日除息影響加權股價指數","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01783a6e0fd10159","110年03月16日"
"臺灣證券交易所對如興股份有限公司違反重大訊息規定，處以新台幣3萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01783a66001f0154","110年03月16日"
"證交所主機共置服務整體投入約4.7億元","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017835cf1b21014a","110年03月15日"
"臺灣證券交易所針對福貞控股股份有限公司（福貞-KY，公司代號: 8411）違反重大訊息及資訊申報規定，處以新臺幣3萬元之違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0178357859430146","110年03月15日"
"生達化學製藥股份有限公司(生達，公司代號：1720)上市普通股及以其為標的之認購權證自110年3月16日起暫停交易。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0178356b68920141","110年03月15日"
"東科控股股份有限公司(公司簡稱：東科-KY，公司代號：5225)上市普通股自110年3月16日起恢復交易。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01783544f929013d","110年03月15日"
"證交所響應全球交易所「性別平權敲鐘」活動","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0178351233c10139","110年03月15日"
"上週外資在集中市場買超19.34億元，買超新光金12.67萬張最多，另賣超聯電10.02萬張最多。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017834af7c330135","110年03月15日"
"東科控股股份有限公司(公司簡稱：東科-KY，公司代號：5225)上市普通股自110年3月15日起暫停交易。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017825ce5373012e","110年03月12日"
"本週發行量加權股價指數漲幅約為2.52%，上市股票總市值達49.56兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017825b78e99012a","110年03月12日"
"臺灣證券交易所針對英瑞國際股份有限公司（英瑞-KY，公司代號: 1592）違反重大訊息規定，處以新臺幣10萬元之違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017825a928090126","110年03月12日"
"臺灣證券交易所對鈞泰國際股份有限公司違反資訊申報規定，處以新台幣一萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017820d2f72f011b","110年03月11日"
"全體上市公司110年2月份當月營收較109年同期成長28.12％，累計營業收入較109年同期成長25.97％","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01781f3e92bc010a","110年03月11日"
"強化第一上市公司資訊公開，麗豐-KY等10家公司「財務業務說明會」自3月24日起陸續登場","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01781f30be0a0106","110年03月11日"
"2021年2月集中市場相關數據","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01781b22c37b00fa","110年03月10日"
"艾姆勒自本（110）年3月10日起得為融資融券交易","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01781615534c00ef","110年03月09日"
"上週外資在集中市場賣超715.39億元，賣超聯電19.42萬張最多，另買超友達5.90萬張最多。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0178107c8b2500bb","110年03月08日"
"「Advanced Energy Solution Holding Co., Ltd.（AES-KY）」（證券代號：6781）採競價拍賣方式辦理承銷，於今(3/8)日順利完成。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01781000b8cc00b7","110年03月08日"
"本週發行量加權股價指數跌幅約為0.62%，上市股票總市值達48.35兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017801a5026e00b2","110年03月05日"
"匯僑設計自本（110）年3月5日起得為融資融券交易","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177fc82507200a7","110年03月04日"
"110年截至2月底權證發行與交易統計","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177f26e292e0053","110年03月02日"
"110年2月份權證發行與交易統計","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177f26c20a0004f","110年03月02日"
"上週外資在集中市場賣超938.45億元，賣超聯電16.59萬張最多，另買超華航6.75萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177f1246812004a","110年03月02日"
"臺灣證券交易所針對康友製藥控股有限公司（康友-KY，公司代號:6452）違反資訊申報作業辦法之規定，處以新臺幣20萬元之違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177ddbeb6020045","110年02月26日"
"自110年3月3日起，台灣業旺股份有限公司（公司代號：1475）上市有價證券恢復普通交易方法。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177dda654b20041","110年02月26日"
"本週發行量加權股價指數跌幅約為2.37%，上市股票總市值達48.63兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177dda3c144003d","110年02月26日"
"「新晶投資控股股份有限公司」國內第一次有擔保轉換公司債（證券代號：37131）採競價拍賣方式辦理承銷，於今(2/26)日順利完成。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177dd0585530036","110年02月26日"
"臺灣證券交易所對中福國際股份有限公司違反重大訊息規定，處以新台幣5萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177d8acfe640031","110年02月25日"
"期貨ETF自110年3月2日起變更中文簡稱","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177d7ea7519002b","110年02月25日"
"宇瞻科技股份有限公司等3家公司預計於110年3月份假證交所場地自行舉辦法人說明會","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177d3a0eff40017","110年02月24日"
"110年度公司治理評鑑宣導課程，2月25日至3月12日透過WebPro影音傳播網辦理","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177d36a845c0012","110年02月24日"
"全體證券商110年01月份稅後淨利78.73億元","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177d2f34270000d","110年02月24日"
"臺灣證券交易所審議通過國泰投信「ICE FactSet全球智能電動車指數」資格認可","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177c8e566560007","110年02月22日"
"上週外資在集中市場買超75.51億元，買超群創12.07萬張最多，另賣超彩晶5.12萬張最多。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0177c875a10f0003","110年02月22日"
"康友製藥控股有限公司(康友-KY，證券代號：6452)上市有價證券將於110年4月1日終止上市","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d0177b9a6584b00b6","110年02月19日"
"本週發行量加權股價指數漲幅約為3.41%，上市股票總市值達49.79兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d0177b9a3220f00b2","110年02月19日"
"臺灣證券交易所對中福國際股份有限公司公司違反重大訊息規定，處以新台幣5萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d0177b488442300ac","110年02月18日"
"全體上市公司110年1月營收較109年同期成長24.25％","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d0177b33777f800a6","110年02月18日"
"2021年第1季MSCI指數臺股權重調整結果","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d01778a81c3990071","110年02月10日"
"2021年1月集中市場相關數據","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d0177803d6ce90069","110年02月08日"
"上週外資在集中市場買超62.39億元，買超友達23.90萬張最多，另賣超玉山金3.89萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d01777fc3ea4b0065","110年02月08日"
"臺灣證券交易所接獲穎台科技股份有限公司(代號：6775)函知撤回其申請股票上市案。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d017771a385eb0061","110年02月05日"
"今年農曆年全年集中市場加權指數上漲3,683.69點，漲幅約為30.40%。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d0177717c55090058","110年02月05日"
"本週發行量加權股價指數漲幅約為4.39%，上市股票總市值達48.16兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d0177717a3e4b0054","110年02月05日"
"振樺電子股份有限公司(振樺電，公司代號：8114)上市普通股自110年2月5日起恢復交易。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d01776c4d100d0021","110年02月04日"
"振樺電子股份有限公司(公司代號：8114)上市普通股自110年2月4日起暫停交易。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d0177677e5177001d","110年02月03日"
"臺灣證券交易所有價證券上市審議委員會審議通過第一化成控股(開曼)股份有限公司(IKKA Holdings (Cayman) Limited)初次申請股票第一上市案","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d017761de70150017","110年02月02日"
"中國信託投信募集發行之中信中國高股息ETF，將於2月4日掛牌上市","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d0177615477c10013","110年02月02日"
"國泰投信申請「ICE FactSet全球智能電動車指數」資格認可","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d01775d08abbc000e","110年02月01日"
"110年1月份權證發行與交易統計","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d01775bbe6ff00009","110年02月01日"
"上週外資在集中市場賣超1,223.90億元，賣超聯電20.73萬張最多，另買超友達13.96萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d01775b8626f70005","110年02月01日"
"臺灣證券交易所訂於2月2日召開有價證券上市審議委員會第735次會議，將審議英屬開曼群島第一化成控股(開曼)股份有限公司（IKKA Holdings (Cayman) Limited）之申請股票上市案","https://www.twse.com.tw/zh/news/newsDetail/ff8080817751e57d01775b1624b70001","110年02月01日"
"本週發行量加權股價指數跌幅約為5.50%，上市股票總市值達46.13兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d401774d8048d901aa","110年01月29日"
"證交所將於本（110）年1月29日公布108年度上市公司董事及監察人酬金實際支領情形","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d401774857c48001a4","110年01月28日"
"證交所為表彰證券承銷商、會計師事務所及律師事務所等中介機構對資本市場之貢獻，頒發獎牌予獲獎之中介機構","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d401773c2486530197","110年01月26日"
"證交所海外引資趁勝追擊，落實藍圖願景","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40177381ddeb30191","110年01月25日"
"「惠特科技股份有限公司」國內第一次無擔保轉換公司債(代號:67061)採競價拍賣方式辦理承銷，於今(1/25)日順利完成","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d4017737a83cae018d","110年01月25日"
"上週外資在集中市場賣超487.19億元，賣超台積電8.20萬張最多，另買超聯電16.53萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d401773794a8260189","110年01月25日"
"本週發行量加權股價指數漲幅約為2.58%，上市股票總市值達48.78兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40177293ebcc40184","110年01月22日"
"臺灣證券交易所對興泰公司違反資訊申報規定，處以新台幣三萬元違約金","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d4017729144fe80180","110年01月22日"
"證交所臺灣創新板，第三季啟動","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d4017724133fe00177","110年01月21日"
"110年2月10日至2月16日證券市場休市，2月20日(星期六)補行上班，但不交易亦不交割","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d4017722dfcf260172","110年01月21日"
"後疫情時代，證交所與元富證券合辦今年首場臺灣投資說明會，引發投資人熱烈迴響","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d401771eefdc92016d","110年01月20日"
"全體證券商109年12月份稅後淨利86.13億元，累計稅後淨利584.56億元","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d401771e79bc080169","110年01月20日"
"證交所舉辦投資人關係論壇，引發熱烈迴響","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d401771a18fbe40165","110年01月19日"
"穎崴科技股份有限公司股票自110年1月20日開始上市買賣","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d4017719ef7dec0160","110年01月19日"
"Sports Gear Co., Ltd.(志強國際企業股份有限公司，證券代號：6768)申報首次辦理股票公開發行暨初次上市前公開銷售之現金增資發行新股案申報生效","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d4017714d9e5cc015c","110年01月18日"
"「全宇昕科技股份有限公司（證券代號：6651）」採競價拍賣方式辦理承銷，於今(1/18)日順利完成","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40177141d68380156","110年01月18日"
"證交所跨越疫情，攜手元富證券搭建臺灣企業與國內外投資人溝通橋樑","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d4017714184de60152","110年01月18日"
"迅得機械股份有限公司股票自110年1月19日開始上市買賣","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d4017713a06895014e","110年01月18日"
"上週外資在集中市場賣超54.57億元，賣超長榮10.24萬張最多，另買超鴻海12.40萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d4017713869011014a","110年01月18日"
"本週發行量加權股價指數漲幅約為0.99%，上市股票總市值達47.54兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d401770546b4d9013f","110年01月15日"
"英屬開曼群島Advanced Energy Solution Holding Co., Ltd. （證券代號：6781）申報首次辦理股票公開發行暨初次上市前公開銷售之現金增資發行新股案申報生效","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40177003b9bda0139","110年01月14日"
"「博晟生醫股份有限公司（證券代號：6733）」採競價拍賣方式辦理承銷，於今(1/14)日順利完成。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176ff8aeae30129","110年01月14日"
"高雄銀行股份有限公司甲種特別股現金增資股款繳納憑證自110年1月15日開始上市買賣","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176fedce45a0123","110年01月14日"
"證交所提醒投資人注意ETF溢價及終止上市風險","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176fae336d3011e","110年01月13日"
"「威健股份有限公司」採競價拍賣方式辦理承銷，於今(1/13)日順利完成","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176f9dfe6560102","110年01月13日"
"全體上市公司109年12月份當月營收較108年同期成長14.13％，累計營業收入較108年同期成長1.12％","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176f4b6e07200fd","110年01月12日"
"臺灣證券交易所審議通過富蘭克林華美投信「標普全球潔淨能源指數」ETF標的指數資格認可","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176f0ccbdaa00f9","110年01月11日"
"展碁國際股份有限公司申報初次上市前公開銷售之現金增資發行普通股案申報生效","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176f0c968e500f5","110年01月11日"
"2020年12月暨第四季集中市場相關數據","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176f091e5a300ee","110年01月11日"
"「台灣微創醫療器材股份有限公司」採競價拍賣方式辦理承銷，於今(1/11)日順利完成","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176ef8f9f2500e9","110年01月11日"
"上週外資在集中市場買超634.55億元，買超鴻海16.35萬張最多，另賣超長榮15.52萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176ef77c25400e5","110年01月11日"
"本週發行量加權股價指數漲幅約為4.96%，上市股票總市值達47.12兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176e13bb1f700da","110年01月08日"
"「穎崴科技股份有限公司」採競價拍賣方式辦理承銷，於今(1/6)日順利完成","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176d62e49230097","110年01月06日"
"長榮鋼鐵股份有限公司申報初次上市前公開銷售之現金增資發行普通股案申報生效","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176d1e982780080","110年01月05日"
"「亨泰光學股份有限公司」採競價拍賣方式辦理承銷，於今(1/5)日順利完成。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176d1e73ac3007c","110年01月05日"
"臺灣證券交易所2020年度歲末新春記者會","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176d1d7b78b0077","110年01月05日"
"110年1月6日富采投資控股股份有限公司（富采，股票代號：3714）普通股上市，暨晶元光電股份有限公司（晶電，股票代號：2448）及隆達電子股份有限公司（隆達，股票代號：3698）普通股同日終止上市","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176d18855510073","110年01月05日"
"今(110)年股東常會本(5)日開放登記","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176d0a0d4e3006b","110年01月05日"
"109年12月份權證發行與交易統計","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176d00839cb0067","110年01月05日"
"109年截至12月底權證發行與交易統計","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176d0029ba80063","110年01月05日"
"臺灣證券交易所審議通過中國信託投信「ICE? Factset?臺灣ESG永續關鍵半導體指數」ETF標的指數資格認可","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176cc9f0900005e","110年01月04日"
"上市公司執行買回庫藏股情形","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176cc9b7280005a","110年01月04日"
"上週外資在集中市場買超442.08億元，買超開發金3.81萬張最多，另賣超群創9.10萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff8080817698e3d40176cb609ec20056","110年01月04日"
