Date,Open,High,Low,Close,Adj Close,Volume
2015-05-20,146.500000,147.000000,146.000000,146.500000,119.523178,26920000
2015-05-21,146.000000,146.500000,144.500000,145.500000,118.707321,40819000
2015-05-22,146.000000,147.000000,145.000000,145.500000,118.707321,22074000
2015-05-25,146.500000,147.500000,145.500000,147.500000,120.339043,16253000
2015-05-26,148.500000,148.500000,146.500000,146.500000,119.523178,15545000
2015-05-27,145.500000,147.000000,145.000000,145.000000,118.299385,23825000
2015-05-28,147.000000,147.500000,146.000000,147.000000,119.931114,35891000
2015-05-29,147.000000,147.500000,145.500000,146.000000,119.115242,56616000
2015-06-01,145.500000,146.000000,144.000000,145.000000,118.299385,31570000
2015-06-02,144.500000,144.500000,143.500000,144.000000,117.483536,33317000
2015-06-03,143.500000,144.500000,143.000000,143.000000,116.667671,29870000
2015-06-04,142.000000,142.500000,140.000000,141.000000,115.035957,58172000
2015-06-05,139.500000,140.500000,139.000000,140.000000,114.220093,42648000
2015-06-08,139.500000,140.000000,138.500000,138.500000,112.996315,45469000
2015-06-09,138.500000,140.000000,138.000000,139.000000,113.404243,31575000
2015-06-10,141.000000,141.500000,139.500000,139.500000,113.812180,37077000
2015-06-11,141.000000,144.000000,141.000000,143.500000,117.075615,44613000
2015-06-12,144.000000,144.500000,142.500000,144.500000,117.891464,31448000
2015-06-15,144.500000,144.500000,142.500000,143.000000,116.667671,23608000
2015-06-16,143.000000,143.000000,141.000000,142.000000,115.851807,27272000
2015-06-17,143.000000,143.500000,142.000000,142.500000,116.259743,31326000
2015-06-18,142.000000,143.000000,142.000000,142.000000,115.851807,28591000
2015-06-22,142.000000,143.500000,142.000000,142.000000,115.851807,28278000
2015-06-23,143.000000,145.000000,142.500000,144.500000,117.891464,37230000
2015-06-24,144.500000,145.000000,143.500000,145.000000,118.299385,18555000
2015-06-25,145.000000,147.000000,145.000000,146.500000,119.523178,43496000
2015-06-26,147.000000,147.500000,145.500000,146.000000,119.115242,33561000
2015-06-29,140.500000,141.000000,138.500000,138.500000,116.589737,53014000
2015-06-30,139.000000,140.500000,138.500000,140.500000,118.273346,45261000
2015-07-01,140.000000,142.500000,139.000000,141.000000,118.694252,32546000
2015-07-02,140.500000,142.000000,140.500000,141.500000,119.115143,23908000
2015-07-03,141.500000,142.500000,140.000000,142.500000,119.956955,16093000
2015-07-06,141.000000,141.500000,140.500000,140.500000,118.273346,20617000
2015-07-07,141.000000,142.000000,140.500000,140.500000,118.273346,26349000
2015-07-08,140.500000,141.000000,138.000000,138.000000,116.168831,51986000
2015-07-09,134.000000,138.000000,134.000000,136.500000,114.906136,53233000
2015-07-10,136.500000,136.500000,136.500000,136.500000,114.906136,0
2015-07-13,137.000000,139.500000,137.000000,138.500000,116.589737,34518000
2015-07-14,139.500000,140.500000,138.000000,138.500000,116.589737,27536000
2015-07-15,139.000000,139.500000,138.000000,138.500000,116.589737,23295000
2015-07-16,140.000000,140.000000,135.500000,136.500000,114.906136,36999000
2015-07-17,138.000000,140.000000,138.000000,140.000000,117.852432,55781000
2015-07-20,141.500000,142.000000,138.500000,139.000000,117.010628,27655000
2015-07-21,141.000000,141.500000,139.500000,140.500000,118.273346,19431000
2015-07-22,139.000000,139.500000,138.000000,139.000000,117.010628,24620000
2015-07-23,137.000000,137.500000,136.000000,136.000000,114.485237,36389000
2015-07-24,138.000000,138.000000,136.000000,137.000000,115.327042,38194000
2015-07-27,135.000000,135.500000,134.000000,134.000000,112.801613,43371000
2015-07-28,135.000000,136.500000,134.000000,134.000000,112.801613,34219000
2015-07-29,135.000000,136.000000,134.500000,135.500000,114.064308,29871000
2015-07-30,136.000000,139.000000,136.000000,138.500000,116.589737,36097000
2015-07-31,140.500000,140.500000,137.500000,139.500000,117.431549,39992000
2015-08-03,138.500000,138.500000,134.500000,134.500000,113.222527,33631000
2015-08-04,135.000000,136.500000,134.500000,136.500000,114.906136,26546000
2015-08-05,135.500000,135.500000,134.000000,134.000000,112.801613,28491000
2015-08-06,136.000000,136.000000,132.000000,134.000000,112.801613,38414000
2015-08-07,133.000000,133.500000,131.500000,133.000000,111.959816,30554000
2015-08-10,131.000000,131.000000,125.500000,129.000000,108.592606,63646000
2015-08-11,133.500000,133.500000,130.500000,130.500000,109.855316,64344000
2015-08-12,129.500000,130.000000,127.500000,128.500000,108.171700,41642000
2015-08-13,129.000000,130.000000,127.500000,128.000000,107.750816,35943000
2015-08-14,128.000000,128.500000,125.000000,126.000000,106.067200,39413000
2015-08-17,125.500000,125.500000,123.000000,124.000000,104.383583,37847000
2015-08-18,125.000000,126.500000,125.000000,126.000000,106.067200,40722000
2015-08-19,127.500000,127.500000,124.000000,125.000000,105.225380,41301000
2015-08-20,124.500000,126.000000,123.500000,126.000000,106.067200,38012000
2015-08-21,123.000000,124.500000,121.000000,121.000000,101.858192,59694000
2015-08-24,120.000000,121.000000,112.500000,115.000000,96.807365,116158000
2015-08-25,118.000000,124.000000,117.500000,123.500000,103.962685,94960000
2015-08-26,121.000000,124.500000,119.500000,122.500000,103.120888,64879000
2015-08-27,125.000000,125.000000,122.000000,124.000000,104.383583,53388000
2015-08-28,127.000000,127.000000,124.500000,125.000000,105.225380,41466000
2015-08-31,126.000000,129.000000,123.500000,129.000000,108.592606,56941000
2015-09-01,127.500000,127.500000,124.000000,124.000000,104.383583,42340000
2015-09-02,123.000000,127.000000,123.000000,125.500000,105.646286,36973000
2015-09-03,127.500000,127.500000,125.000000,127.000000,106.908997,24004000
2015-09-04,126.500000,127.000000,123.500000,125.000000,105.225380,22006000
2015-09-07,124.500000,126.000000,122.000000,122.500000,103.120888,25891000
2015-09-08,122.500000,123.500000,122.000000,123.000000,103.541794,15090000
2015-09-09,126.500000,129.000000,126.500000,129.000000,108.592606,53588000
2015-09-10,127.000000,128.000000,125.000000,125.000000,105.225380,32912000
2015-09-11,125.500000,127.500000,124.000000,127.500000,107.329903,20525000
2015-09-14,128.000000,129.000000,126.000000,127.500000,107.329903,25508000
2015-09-15,127.500000,128.000000,125.500000,126.000000,106.067200,21658000
2015-09-16,128.000000,130.000000,127.500000,129.500000,109.013519,39923000
2015-09-17,130.500000,131.500000,130.000000,131.000000,110.276230,49472000
2015-09-18,129.500000,131.500000,129.000000,131.500000,110.697121,31937000
2015-09-21,130.000000,130.000000,128.500000,129.500000,109.013519,29930000
2015-09-22,130.000000,130.000000,128.500000,129.000000,108.592606,17636000
2015-09-23,127.000000,127.500000,124.500000,124.500000,104.804489,32905000
2015-09-24,127.000000,128.000000,125.500000,127.000000,106.908997,43432000
2015-09-25,127.000000,127.500000,125.000000,127.000000,106.908997,24630000
2015-09-29,127.000000,127.000000,127.000000,127.000000,106.908997,0
2015-09-30,128.000000,131.000000,127.000000,130.000000,109.434410,67112000
2015-10-01,131.000000,134.000000,129.500000,133.500000,112.380714,49600000
2015-10-02,132.500000,132.500000,131.500000,132.000000,111.118011,25216000
2015-10-05,133.000000,133.500000,131.500000,132.500000,111.538925,30276000
2015-10-06,135.000000,135.500000,132.500000,133.000000,111.959816,48613000
2015-10-07,133.500000,135.000000,133.000000,135.000000,113.643433,31784000
2015-10-08,137.000000,137.000000,135.000000,136.000000,114.485237,31144000
2015-10-12,137.000000,139.000000,136.500000,138.500000,116.589737,46971000
2015-10-13,138.500000,138.500000,136.000000,137.500000,115.747948,36108000
2015-10-14,136.500000,137.500000,136.000000,136.500000,114.906136,18007000
2015-10-15,139.000000,141.000000,139.000000,140.000000,117.852432,57142000
2015-10-16,137.000000,137.500000,136.000000,137.500000,115.747948,36196000
2015-10-19,138.500000,139.000000,137.000000,138.000000,116.168831,26150000
2015-10-20,139.000000,139.000000,137.500000,139.000000,117.010628,27462000
2015-10-21,139.500000,140.000000,137.500000,138.500000,116.589737,17976000
2015-10-22,138.000000,138.500000,137.000000,137.500000,115.747948,15149000
2015-10-23,140.000000,140.500000,139.000000,140.000000,117.852432,35644000
2015-10-26,140.500000,140.500000,139.000000,140.000000,117.852432,24382000
2015-10-27,138.500000,140.000000,137.500000,139.000000,117.010628,26012000
2015-10-28,137.000000,139.000000,137.000000,138.000000,116.168831,22522000
2015-10-29,139.000000,139.500000,136.500000,136.500000,114.906136,20428000
2015-10-30,137.000000,137.500000,136.000000,136.500000,114.906136,27844000
2015-11-02,138.500000,138.500000,135.500000,137.500000,115.747948,21663000
2015-11-03,138.500000,140.000000,138.000000,139.500000,117.431549,33082000
2015-11-04,141.500000,144.500000,141.000000,144.500000,121.640564,75144000
2015-11-05,144.000000,144.500000,142.500000,142.500000,119.956955,35773000
2015-11-06,144.000000,144.000000,139.000000,140.000000,117.852432,45683000
2015-11-09,141.000000,143.000000,140.500000,142.000000,119.536034,24833000
2015-11-10,141.500000,141.500000,139.000000,139.500000,117.431549,23307000
2015-11-11,140.500000,140.500000,136.500000,137.500000,115.747948,29412000
2015-11-12,138.500000,139.000000,138.000000,138.500000,116.589737,16474000
2015-11-13,137.500000,139.000000,136.000000,136.000000,114.485237,21639000
2015-11-16,134.000000,135.500000,134.000000,135.000000,113.643433,32110000
2015-11-17,138.000000,140.000000,137.500000,138.500000,116.589737,28188000
2015-11-18,139.500000,140.000000,136.500000,137.000000,115.327042,29074000
2015-11-19,138.500000,140.500000,138.000000,140.500000,118.273346,27426000
2015-11-20,140.500000,141.000000,140.000000,141.000000,118.694252,20271000
2015-11-23,141.000000,141.500000,140.000000,141.000000,118.694252,17170000
2015-11-24,140.000000,141.500000,139.500000,139.500000,117.431549,21843000
2015-11-25,139.500000,141.000000,138.500000,141.000000,118.694252,27099000
2015-11-26,141.000000,142.500000,140.000000,142.500000,119.956955,31976000
2015-11-27,143.000000,143.000000,139.000000,139.000000,117.010628,23135000
2015-11-30,136.500000,139.000000,136.000000,139.000000,117.010628,108490000
2015-12-01,140.500000,142.500000,138.500000,142.500000,119.956955,46117000
2015-12-02,144.000000,144.000000,142.000000,142.500000,119.956955,31609000
2015-12-03,141.500000,143.000000,141.500000,142.500000,119.956955,18825000
2015-12-04,141.000000,142.500000,140.500000,140.500000,118.273346,30869000
2015-12-07,142.000000,144.500000,142.000000,143.500000,120.798759,40284000
2015-12-08,143.500000,144.000000,141.000000,142.500000,119.956955,32173000
2015-12-09,142.000000,142.000000,140.500000,140.500000,118.273346,26751000
2015-12-10,140.500000,141.500000,139.000000,141.000000,118.694252,41414000
2015-12-11,141.000000,142.000000,139.000000,139.500000,117.431549,29914000
2015-12-14,137.500000,139.500000,137.500000,139.000000,117.010628,32656000
2015-12-15,139.500000,140.500000,138.000000,138.000000,116.168831,23558000
2015-12-16,142.000000,144.000000,141.000000,143.500000,120.798759,56401000
2015-12-17,144.500000,145.000000,143.000000,145.000000,122.061455,34462000
2015-12-18,143.000000,145.000000,142.000000,142.000000,119.536034,36298000
2015-12-21,141.500000,142.500000,140.500000,141.500000,119.115143,26847000
2015-12-22,141.000000,142.000000,140.500000,142.000000,119.536034,17085000
2015-12-23,141.000000,143.000000,140.500000,141.500000,119.115143,18064000
2015-12-24,143.000000,143.500000,142.000000,142.000000,119.536034,13471000
2015-12-25,142.000000,143.500000,142.000000,143.000000,120.377846,6126000
2015-12-28,143.500000,144.000000,143.000000,143.500000,120.798759,10797000
2015-12-29,143.500000,144.000000,141.500000,142.000000,119.536034,12801000
2015-12-30,142.500000,144.000000,142.000000,142.500000,119.956955,14578000
2015-12-31,142.000000,144.000000,141.000000,143.000000,120.377846,18336000
2016-01-04,142.500000,143.500000,139.000000,139.500000,117.431549,39169000
2016-01-05,139.000000,140.000000,137.000000,138.000000,116.168831,46381000
2016-01-06,138.000000,138.000000,135.000000,135.500000,114.064308,53617000
2016-01-07,134.500000,135.000000,130.500000,133.000000,111.959816,62539000
2016-01-08,132.000000,135.000000,132.000000,134.000000,112.801613,50123000
2016-01-11,133.000000,134.500000,130.500000,133.000000,111.959816,48345000
2016-01-12,133.000000,134.000000,131.500000,133.000000,111.959816,34688000
2016-01-13,133.500000,135.500000,133.000000,133.500000,112.380714,37717000
2016-01-14,130.500000,132.000000,130.500000,131.500000,110.697121,39253000
2016-01-15,137.500000,138.000000,135.500000,137.000000,115.327042,79464000
2016-01-18,135.000000,138.000000,134.500000,137.000000,115.327042,36757000
2016-01-19,137.500000,138.000000,136.000000,138.000000,116.168831,23737000
2016-01-20,137.500000,137.500000,133.500000,134.500000,113.222527,43839000
2016-01-21,134.000000,136.500000,134.000000,135.000000,113.643433,31933000
2016-01-22,136.500000,138.500000,136.000000,138.500000,116.589737,33889000
2016-01-25,140.000000,140.000000,139.000000,139.500000,117.431549,27184000
2016-01-26,137.500000,139.000000,137.000000,137.500000,115.747948,24049000
2016-01-27,139.000000,139.500000,138.500000,139.500000,117.431549,24029000
2016-01-28,138.000000,140.500000,138.000000,140.000000,117.852432,37867000
2016-01-29,138.500000,143.000000,138.000000,143.000000,120.377846,55616000
2016-01-30,null,null,null,null,null,null
2016-02-01,144.000000,144.000000,141.500000,144.000000,121.219658,40943000
2016-02-02,144.000000,144.500000,141.500000,142.500000,119.956955,25380000
2016-02-03,145.000000,146.000000,144.500000,146.000000,122.903252,70465000
2016-02-15,142.000000,146.500000,142.000000,145.000000,122.061455,72875000
2016-02-16,146.000000,148.000000,145.500000,147.500000,124.165970,55006000
2016-02-17,149.000000,149.000000,147.000000,148.000000,124.586876,38453000
2016-02-18,150.000000,151.000000,149.500000,151.000000,127.112297,61657000
2016-02-19,149.000000,151.000000,149.000000,151.000000,127.112297,35668000
2016-02-22,149.500000,152.500000,149.500000,151.000000,127.112297,27003000
2016-02-23,150.500000,151.000000,149.000000,149.500000,125.849564,22302000
2016-02-24,149.500000,150.500000,147.000000,148.000000,124.586876,22026000
2016-02-25,149.000000,151.000000,148.500000,150.500000,126.691368,25202000
2016-02-26,151.000000,151.500000,148.000000,149.000000,125.428673,37655000
2016-03-01,148.500000,152.000000,148.500000,152.000000,127.954071,38629000
2016-03-02,154.000000,154.500000,153.000000,153.000000,128.795883,36010000
2016-03-03,154.000000,154.500000,153.000000,154.000000,129.637695,28822000
2016-03-04,153.000000,153.500000,151.500000,152.500000,128.374969,32794000
2016-03-07,152.500000,153.500000,151.000000,152.000000,127.954071,23906000
2016-03-08,151.000000,152.000000,149.500000,152.000000,127.954071,35683000
2016-03-09,152.000000,153.000000,150.500000,153.000000,128.795883,24004000
2016-03-10,153.000000,154.500000,151.500000,154.500000,130.058594,28302000
2016-03-11,154.500000,155.000000,153.000000,155.000000,130.479507,29566000
2016-03-14,156.500000,157.500000,155.500000,156.000000,131.321289,32751000
2016-03-15,155.000000,156.500000,153.000000,154.500000,130.058594,28689000
2016-03-16,155.500000,156.000000,154.000000,156.000000,131.321289,30962000
2016-03-17,159.500000,160.000000,157.500000,158.500000,133.425797,48193000
2016-03-18,158.500000,159.500000,158.500000,159.500000,134.267609,55975000
2016-03-21,160.000000,160.000000,158.000000,160.000000,134.688507,26100000
2016-03-22,159.500000,159.500000,157.000000,158.500000,133.425797,25809000
2016-03-23,158.500000,159.500000,158.000000,159.500000,134.267609,27478000
2016-03-24,158.000000,159.000000,157.000000,158.500000,133.425797,24853000
2016-03-25,158.500000,159.000000,157.000000,158.000000,133.004898,10175000
2016-03-28,158.000000,159.000000,157.000000,159.000000,133.846695,15268000
2016-03-29,158.500000,159.500000,158.000000,159.000000,133.846695,18977000
2016-03-30,158.500000,162.000000,158.500000,161.500000,135.951218,43616000
2016-03-31,162.000000,163.000000,159.000000,162.000000,136.372116,49433000
2016-04-01,161.000000,161.000000,157.500000,158.500000,133.425797,31564000
2016-04-06,155.500000,156.000000,153.500000,153.500000,129.216797,58134000
2016-04-07,155.000000,155.000000,152.500000,154.500000,130.058594,35238000
2016-04-08,154.000000,158.000000,154.000000,157.500000,132.584015,41032000
2016-04-11,156.000000,159.000000,155.500000,158.500000,133.425797,21758000
2016-04-12,157.500000,159.500000,157.500000,158.500000,133.425797,14859000
2016-04-13,160.000000,162.000000,159.500000,161.500000,135.951218,39611000
2016-04-14,162.000000,162.500000,160.000000,161.500000,135.951218,31338000
2016-04-15,157.000000,160.000000,156.000000,159.500000,134.267609,48779000
2016-04-18,158.000000,158.500000,157.500000,158.000000,133.004898,20279000
2016-04-19,160.000000,161.000000,157.000000,157.500000,132.584015,26577000
2016-04-20,157.500000,158.000000,154.000000,154.000000,129.637695,40996000
2016-04-21,156.000000,157.000000,154.000000,157.000000,132.163086,29723000
2016-04-22,155.500000,158.000000,155.000000,156.500000,131.742203,28990000
2016-04-25,156.500000,157.500000,156.000000,157.500000,132.584015,14306000
2016-04-26,156.500000,158.500000,156.500000,158.000000,133.004898,18119000
2016-04-27,156.000000,157.500000,155.500000,156.500000,131.742203,28845000
2016-04-28,157.500000,158.000000,153.000000,153.000000,128.795883,48915000
2016-04-29,151.000000,151.000000,149.000000,150.000000,126.270462,66445000
2016-05-03,148.000000,148.500000,146.500000,147.500000,124.165970,68550000
2016-05-04,147.000000,149.000000,146.500000,147.000000,123.745064,52973000
2016-05-05,147.500000,148.500000,146.000000,147.500000,124.165970,38269000
2016-05-06,148.500000,148.500000,147.000000,148.000000,124.586876,36510000
2016-05-09,148.500000,149.000000,146.500000,147.500000,124.165970,38478000
2016-05-10,147.000000,148.000000,146.500000,147.000000,123.745064,29785000
2016-05-11,148.500000,149.000000,146.500000,147.000000,123.745064,40057000
2016-05-12,147.000000,148.000000,146.000000,146.000000,122.903252,23749000
2016-05-13,145.000000,145.500000,143.000000,144.000000,121.219658,60038000
2016-05-16,143.000000,145.500000,143.000000,144.500000,121.640564,31133000
2016-05-17,145.500000,147.000000,145.000000,147.000000,123.745064,30277000
2016-05-18,146.000000,147.000000,145.000000,147.000000,123.745064,31057000
2016-05-19,148.000000,148.500000,145.500000,147.000000,123.745064,35132000
2016-05-20,147.500000,149.500000,147.000000,148.500000,125.007767,36306000
2016-05-23,150.500000,154.500000,149.500000,154.000000,129.637695,50127000
2016-05-24,152.500000,153.500000,151.000000,151.000000,127.112297,24470000
2016-05-25,153.500000,155.000000,152.500000,154.500000,130.058594,30719000
2016-05-26,154.500000,155.000000,153.500000,155.000000,130.479507,17196000
2016-05-27,156.000000,156.500000,154.500000,156.500000,131.742203,22992000
2016-05-30,157.000000,158.000000,155.000000,157.000000,132.163086,36339000
2016-05-31,156.500000,157.500000,155.000000,156.500000,131.742203,69656000
2016-06-01,156.000000,159.000000,156.000000,159.000000,133.846695,26926000
2016-06-02,159.000000,160.000000,158.000000,159.000000,133.846695,21977000
2016-06-03,159.000000,160.500000,159.000000,160.500000,135.109406,31853000
2016-06-04,null,null,null,null,null,null
2016-06-06,161.000000,162.000000,160.000000,161.000000,135.530304,28757000
2016-06-07,161.500000,163.500000,161.000000,162.000000,136.372116,47046000
2016-06-08,164.000000,166.000000,163.500000,165.500000,139.318420,45214000
2016-06-13,161.000000,162.500000,161.000000,162.000000,136.372116,48750000
2016-06-14,161.000000,163.000000,161.000000,162.000000,136.372116,27509000
2016-06-15,162.000000,163.000000,161.000000,163.000000,137.213913,29270000
2016-06-16,161.500000,162.500000,159.500000,160.500000,135.109406,24408000
2016-06-17,162.500000,164.500000,162.000000,163.000000,137.213913,30633000
2016-06-20,164.500000,165.000000,163.000000,163.000000,137.213913,24911000
2016-06-21,164.000000,165.500000,163.500000,165.500000,139.318420,27970000
2016-06-22,164.500000,166.000000,163.500000,166.000000,139.739304,30359000
2016-06-23,165.500000,166.000000,164.000000,164.000000,138.055725,22494000
2016-06-24,164.000000,164.000000,154.500000,159.000000,133.846695,86547000
2016-06-27,154.500000,156.000000,154.000000,155.500000,136.033737,42874000
2016-06-28,155.500000,157.500000,155.000000,157.000000,137.345963,1327000
2016-06-29,158.500000,160.000000,158.000000,159.000000,139.095596,31514000
2016-06-30,161.000000,163.000000,159.500000,162.500000,142.157440,42398000
2016-07-01,164.500000,166.000000,163.500000,166.000000,145.219284,36212000
2016-07-04,165.500000,166.500000,164.500000,166.000000,145.219284,25724000
2016-07-05,165.000000,165.500000,164.000000,164.000000,143.469666,16346000
2016-07-06,163.000000,163.000000,160.500000,161.500000,141.282623,34803000
2016-07-07,163.500000,165.000000,163.000000,164.500000,143.907074,23769000
2016-07-08,164.500000,164.500000,164.500000,164.500000,143.907074,0
2016-07-11,170.000000,170.500000,168.500000,170.000000,148.718536,50643000
2016-07-12,171.000000,171.500000,169.500000,171.000000,149.593384,41961000
2016-07-13,169.500000,170.000000,167.000000,168.500000,147.406326,50653000
2016-07-14,167.000000,170.000000,167.000000,169.000000,147.843735,34790000
2016-07-15,168.000000,169.500000,166.500000,169.500000,148.281128,41546000
2016-07-18,168.000000,170.000000,168.000000,169.500000,148.281128,24749000
2016-07-19,170.500000,170.500000,169.000000,170.500000,149.155960,42456000
2016-07-20,170.000000,170.500000,169.000000,170.000000,148.718536,38053000
2016-07-21,171.000000,172.000000,170.000000,172.000000,150.468185,33130000
2016-07-22,172.000000,172.000000,170.500000,171.000000,149.593384,28504000
2016-07-25,172.000000,173.000000,169.000000,171.500000,150.030762,27145000
2016-07-26,172.000000,173.000000,171.500000,173.000000,151.343002,32685000
2016-07-27,175.000000,176.000000,174.500000,175.000000,153.092621,34117000
2016-07-28,175.000000,176.500000,173.000000,176.500000,154.404861,31071000
2016-07-29,177.000000,177.000000,172.500000,172.500000,150.905594,29795000
2016-08-01,175.000000,177.000000,174.500000,177.000000,154.842270,34188000
2016-08-02,177.500000,177.500000,175.500000,176.000000,153.967453,15250000
2016-08-03,172.500000,174.000000,172.000000,172.500000,150.905594,21627000
2016-08-04,173.000000,174.500000,172.500000,174.500000,152.655212,13612000
2016-08-05,175.000000,177.500000,174.000000,177.000000,154.842270,25759000
2016-08-08,178.000000,178.000000,176.500000,178.000000,155.717072,16200000
2016-08-09,178.500000,179.500000,177.000000,178.500000,156.154480,16413000
2016-08-10,179.000000,179.500000,178.000000,179.500000,157.029297,19279000
2016-08-11,177.500000,178.000000,175.500000,176.500000,154.404861,28180000
2016-08-12,178.500000,178.500000,177.000000,177.500000,155.279678,22947000
2016-08-15,178.500000,179.000000,177.500000,179.000000,156.591873,12020000
2016-08-16,178.000000,179.000000,175.000000,175.500000,153.530060,34260000
2016-08-17,177.000000,177.500000,176.000000,177.000000,154.842270,21487000
2016-08-18,176.000000,176.500000,175.000000,176.000000,153.967453,27253000
2016-08-19,177.000000,177.500000,174.000000,174.500000,152.655212,23470000
2016-08-22,173.000000,174.000000,171.500000,172.500000,150.905594,21337000
2016-08-23,174.000000,175.000000,173.500000,175.000000,153.092621,20888000
2016-08-24,175.000000,175.500000,173.500000,173.500000,151.780411,12092000
2016-08-25,175.000000,177.000000,174.500000,176.500000,154.404861,23892000
2016-08-26,175.000000,177.000000,175.000000,177.000000,154.842270,15076000
2016-08-29,175.000000,177.000000,174.000000,176.000000,153.967453,16975000
2016-08-30,176.000000,176.500000,174.000000,174.000000,152.217819,19471000
2016-08-31,176.500000,177.000000,174.500000,176.500000,154.404861,38524000
2016-09-01,176.000000,176.000000,173.000000,174.000000,152.217819,22692000
2016-09-02,176.500000,176.500000,174.000000,174.000000,152.217819,16999000
2016-09-05,176.500000,177.500000,176.500000,177.000000,154.842270,22381000
2016-09-06,177.000000,179.000000,176.500000,178.000000,155.717072,26024000
2016-09-07,180.500000,185.000000,180.000000,185.000000,161.840775,49761000
2016-09-08,182.500000,184.500000,182.500000,183.000000,160.091156,30204000
2016-09-09,181.000000,181.000000,179.500000,180.500000,157.904099,29793000
2016-09-10,null,null,null,null,null,null
2016-09-12,177.500000,177.500000,174.000000,175.500000,153.530060,43036000
2016-09-13,176.500000,176.500000,173.500000,175.500000,153.530060,36834000
2016-09-14,174.000000,176.000000,173.500000,174.000000,152.217819,52877000
2016-09-19,179.500000,183.000000,178.500000,183.000000,160.091156,57055000
2016-09-20,182.000000,183.500000,181.500000,183.500000,160.528564,23641000
2016-09-21,181.000000,184.000000,180.500000,184.000000,160.965958,25008000
2016-09-22,185.000000,185.500000,183.500000,185.000000,161.840775,20980000
2016-09-23,185.000000,187.500000,184.500000,187.000000,163.590408,23213000
2016-09-26,183.500000,185.000000,183.000000,183.500000,160.528564,24225000
2016-09-27,183.500000,183.500000,183.500000,183.500000,160.528564,0
2016-09-28,183.500000,183.500000,183.500000,183.500000,160.528564,0
2016-09-29,185.500000,187.500000,185.500000,187.000000,163.590408,54272000
2016-09-30,185.500000,186.500000,182.500000,184.000000,160.965958,42592000
2016-10-03,186.000000,186.500000,184.500000,186.000000,162.715576,17742000
2016-10-04,185.000000,187.000000,185.000000,187.000000,163.590408,16859000
2016-10-05,186.000000,186.000000,184.500000,186.000000,162.715576,19148000
2016-10-06,185.000000,187.500000,185.000000,187.500000,164.027802,15524000
2016-10-07,188.000000,188.000000,186.000000,188.000000,164.465225,15380000
2016-10-11,191.000000,191.000000,186.000000,187.500000,164.027802,30294000
2016-10-12,186.500000,190.000000,186.000000,189.500000,165.777451,22604000
2016-10-13,190.500000,191.000000,187.000000,188.500000,164.902618,37642000
2016-10-14,187.000000,189.000000,186.500000,188.000000,164.465225,33248000
2016-10-17,186.500000,187.500000,185.000000,186.500000,163.153015,37340000
2016-10-18,186.500000,187.000000,185.500000,187.000000,163.590408,38150000
2016-10-19,187.500000,189.500000,187.500000,189.500000,165.777451,33272000
2016-10-20,189.500000,190.500000,189.000000,190.500000,166.652252,13226000
2016-10-21,191.000000,192.000000,188.500000,188.500000,164.902618,21936000
2016-10-24,191.000000,191.000000,189.500000,191.000000,167.089661,13459000
2016-10-25,192.000000,193.000000,191.000000,193.000000,168.839279,18878000
2016-10-26,190.500000,192.500000,190.500000,191.500000,167.527069,21043000
